,Organization Name,Popular Name,Discipline / Field,Category,Application Number,City,State,Zip,Project Description,Fiscal Year,Congressional District,Grant Amount,Grant From Date,Grant To Date,mural,sculpture,community,outdoor,public,communities,park,is_public_art
181,Wexner Center Foundation,aka Wexner Center for the Arts,Presenting & Multidisciplinary Works,Art Works,17-5400-7156,COLUMBUS,OH,43205-1405,"To support a series of residencies and commissions. Choreographer Bebe Miller will participate in a creative residency to develop new work. Additionally, the Wexner will present a multimedia collaboration between the Kronos Quartet and filmmaker Sam Green, as well as present British theater company Improbable. Artists also will participate in engagement activities including student discussions, master classes, and post-show question-and-answer sessions.",2017,3,35000,2017-06-01,2018-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
182,Wexner Center Foundation,aka Wexner Center for the Arts,Presenting & Multidisciplinary Works,Art Works,16-5400-7078,COLUMBUS,OH,43205-1405,"To support a series of residencies and commissions. Choreographer Faye Driscoll, visual artist Sarah Oppenheimer, and Ohio-based musician/composer Brian Harnetty will each participate in residencies to develop and premiere new works at the Wexner Center. In addition to residency activities, the artists will participate in lectures, discussions, and master classes. Online resources and social media will enhance the public outreach with the artists and their work.",2016,3,25000,2016-01-01,2017-06-30,0.0,0.0,0.0,0.0,0.10805336735196217,0.0,0.0,1
183,Wexner Center Foundation,aka Wexner Center for the Arts,Media Arts,Art Works,16-3400-7134,COLUMBUS,OH,43205-1405,"To support an artist residency, year-round film screenings, and other related activities. During the project period, artist-in-residence Kevin Everson will create new works and visiting filmmakers will present their films. Works range from experimental multi-channel installations to documentary and narrative films.",2016,3,25000,2016-07-01,2017-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
184,Wexner Center Foundation,aka Wexner Center for the Arts,Presenting & Multidisciplinary Works,Art Works,15-5400-7069,COLUMBUS,OH,43205-1405,"To support an artist residency and presenting program. Artists include choreographer/dancer Sidi Larbi Cherkaoui(Belgium) and filmmaker Liza Johnson (United States), as well as composer and vocal artist Samita Sinha (United States) in collaboration with video artist/sculptor Dani Leventhal (United States). In addition to residency activities, the artists will participate in discussions, master classes, staged readings, and film screenings.",2015,3,25000,2015-01-01,2016-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
185,Wexner Center Foundation,aka Wexner Center for the Arts,Presenting & Multidisciplinary Works,Art Works,14-5400-7049,COLUMBUS,OH,43205-1405,"To support multidisciplinary creative residencies, commissions, and presentations. The Wexner Center will host SITI Company in collaboration with visual artist Ann Hamilton for the creation of an interdisciplinary performance installation work. As part of the Via Brasil initiative, the center will present extended residencies with visual artist Jonathas de Andrade and a Brazilian video artist.",2014,3,40000,2014-01-01,2015-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
186,Wexner Center Foundation,aka Wexner Center for the Arts,Presenting & Multidisciplinary Works,Art Works,13-5400-7081,COLUMBUS,OH,43205-1405,"To support Creative Residencies and Commissioning projects. Artists will participate in residency activities, including the creative development of new works, and related engagement activities.",2013,3,60000,2013-06-01,2015-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
187,Wexner Center Foundation,aka Wexner Center for the Arts,Presenting & Multidisciplinary Works,Access to Artistic Excellence,11-5400-7097,COLUMBUS,OH,43205-1405,"To support an artist residency and presenting program. Artists will receive technical and professional services that will enable them to create, complete, and present works in the performing and visual arts.",2011,3,40000,2011-06-01,2013-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
188,Wexner Center Foundation,aka Wexner Center for the Arts,Presenting & Multidisciplinary Works,Access to Artistic Excellence,10-5400-7117,COLUMBUS,OH,43205-1405,"To support an artist residency program at the Wexner Center for the Arts. Artists will receive technical and professional services that will enable them to create, complete, and present works in the performing and media arts.",2010,3,50000,2010-06-01,2011-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
189,Wexner Center Foundation,aka Wexner Center for the Arts,Presenting & Multidisciplinary Works,Access to Artistic Excellence,09-5400-7029,COLUMBUS,OH,43205-1405,"To support an artist residency program. Artists will receive technical and professional services that will enable them to create, complete, and present works in the performing and media arts.",2009,3,35000,2009-01-01,2010-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
190,Wexner Center Foundation,aka Wexner Center for the Arts,Presenting & Multidisciplinary Works,American Masterpieces,08-5448-7169,COLUMBUS,OH,43205-1405,"To support a series of performances and installations by American dancer/choreographer William Forsythe (1949-). Recognized not only in the field of dance, but also in visual arts and design, Forsythe's gallery-based performances and installation works Everywhere and Nowhere at the Same Time, City of Abstracts, White Bouncy Castle, Antipodes, and Solo will be presented by Wexner.",2008,3,50000,2008-05-01,2009-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
191,Wexner Center Foundation,aka Wexner Center for the Arts,Presenting & Multidisciplinary Works,Access to Artistic Excellence,08-5400-7040,COLUMBUS,OH,43205-1405,"To support creative residencies and presentations of visual, performing, and media art works.",2008,3,35000,2008-01-01,2009-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
192,Wexner Center Foundation,aka Wexner Center for the Arts,Presenting & Multidisciplinary Works,Access to Artistic Excellence,07-5400-7048,COLUMBUS,OH,43205-1405,"To support creative residencies and presentations of visual, performing, and media art works. The program will provide technical and professional support for the creation, completion, and presentation of works in the visual, performing, and media arts.",2007,3,35000,2007-01-01,2008-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
193,Wexner Center Foundation,aka Wexner Center for the Arts,Presenting & Multidisciplinary Works,Access to Artistic Excellence,06-5400-7036,COLUMBUS,OH,43205-1405,"To support creative residencies and presentations of visual, performing, and media art works. The project is part of an ongoing artist residency program that provides technical and professional support for the creation, completion, and presentation of new work.",2006,3,40000,2006-01-01,2007-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
194,Wexner Center Foundation,aka Wexner Center for the Arts,Multidisciplinary*,Access to Artistic Excellence,05-7000-7041,COLUMBUS,OH,43205-1405,"To support creative residencies and presentation of visual, performing, and media art works. The project is part of an ongoing artists' residency program that provides technical and professional support for the creation, completion, and/or presentation of new work.",2005,3,40000,2005-01-01,2006-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
195,Wexner Center Foundation,aka Wexner Center for the Arts,Multidisciplinary*,Creativity / Presentation,04-7000-5030,COLUMBUS,OH,43205-1405,"To support the commissioning of visual, performing, and media art works. The project is part of Wexner Center for the Arts' ongoing artists' residency program that provides financial, technical, and professional support for the creation, completion, and/or presentation of new work.",2004,3,40000,2004-01-01,2005-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
196,Wexner Center Foundation,aka Wexner Center for the Arts,Multidisciplinary*,Creativity / Presentation,03-7000-5016,COLUMBUS,OH,43205-1405,"To support the commissioning of visual, performing, and media art works. The project is a part of the Wexner Center for the Arts' ongoing artists residency program that provides financial, technical, and professional support for the creation, completion, and/or presentation of art.",2003,3,75000,2003-01-01,2004-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
197,Wexner Center Foundation,aka Wexner Center for the Arts,Challenge America,Challenge America Positive Alternatives for Youth,02-7818-1291,COLUMBUS,OH,43205-1405,"To support a partnership project of artist-led activities that provides positive alternatives for youth. The partnership with Department of Art, Advanced Computing Center for the Arts and Design, and Chadwick Aboretum at Ohio State University, and the Davis Performing Arts Center and Center of Science and Industry will conduct summer multidisciplinary arts workshops for children and youth at the Wexner Center.",2002,3,10000,2002-06-01,2003-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
198,Wexner Center Foundation,aka Wexner Center for the Arts,Multidisciplinary*,Creativity / Presentation,02-7000-5057,COLUMBUS,OH,43205-1405,"To support the commissioning of visual, performing, and media art works. This project is a part of the Wexner Center for the Arts' ongoing artists residency program that provides financial, technical, and professional support for the creation, completion, and/or presentation of art.",2002,3,85000,2001-11-01,2003-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
199,Wexner Center Foundation,aka Wexner Center for the Arts,Multidisciplinary*,Creativity / Presentation,01-7000-5036,COLUMBUS,OH,43205-1405,"To support the artists residency program for the creation, completion, and the presentation of visual, performing, and media art works. This project is part of the Wexner Center for the Arts' ongoing artists' residency program that provides financial, technical, and professional support for the creation, completion, and/or the presentation of the art.",2001,3,75000,2001-01-01,2002-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
200,Wexner Center Foundation,aka Wexner Center for the Arts,Multidisciplinary*,Creativity / Presentation,00-7000-5023,COLUMBUS,OH,43205-1405,"To support the artist residency and commission program of financial, technical, and professional support for up to 28 artists to create, complete, and present new works. All of the artists in residence will participate in community workshops, free concerts for elementary and middle school students, master classes, open rehearsals, symposia, and roundtable discussions.",2000,3,85000,1999-12-01,2001-12-31,0.0,0.0,0.13882318756349019,0.0,0.0,0.0,0.0,1
201,Wexner Center Foundation,aka Wexner Center for the Arts,Multidisciplinary*,Creativity / Presentation,99-7000-5022,COLUMBUS,OH,43205-1405,"To support the Wexner Center for the Arts artists' residency program which provides financial, technical and professional support for the creation, completion or presentation of works. The 1999-2000 residencies will be complemented by presentations of leading artists to commemorate the Center's tenth anniversary and the Millennium.",1999,3,85000,1999-01-01,2001-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
202,Wexner Center Foundation,aka Wexner Center for the Arts,Multidisciplinary*,Creativity / Presentation,98-7000-5043,COLUMBUS,OH,43205-1405,"To support a residency program in which up to 10 artists will be provided with financial, technical, and professional assistance to create, complete, or present works in the performing, visual, or media arts to benefit the artists, Ohio University students and faculty, the greater community, and the various arts fields. This project provides artists with the opportunity to develop ideas, while at the same time fostering interaction between artists and the larger community through open rehearsals, symposia, and workshops. As part of a university, the Wexner Center is in a unique position to build upon creative residencies through direct links with the campus. Additionally, this institution is the primary resource through which the local public can experience and better understand the arts of our time. Residencies are proposed by the curatorial staff using certain criteria: artists who are at a moment in their career when they need the space and time to take their work in a new direction; artists who need funds, physical resources, and technical support to complete a work-in-progress; and artists whose work might go unrealized if not for the facilities and support available. Artists under consideration are, in the visual arts, Dan Graham and Illya Kabakov; in media arts, Tacita Dean and Phillip Johnston, a composer and performer who has become an innovative film soundtrack artist. In addition, an artist will be invited to work in the",1998,3,60000,1998-05-01,1999-09-30,0.0,0.0,0.10587882616611445,0.0,0.05104719071351047,0.0,0.0,1
